type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb
video	post_page_20446254070	20446254070_711508599056529	https://www.facebook.com/20446254070/posts/711508599056529	"Instant translation device could become a must have for travellers."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/16709975_608303642710359_8171011895789092864_n.jpg?oh=c88fc3cb8c68bf52c01e1a16079c07fd&oe=5A911202	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/16709975_608303642710359_8171011895789092864_n.jpg?oh=e8204aa7d88c46b731a002a710da22b4&oe=5A6576B8	https://www.facebook.com/businessinsider/videos/711508599056529/	facebook.com	2017-09-22T17:55:00+0000	1506102900	"2017-09-22 19:55:00"	11309	2239	13218	3294	18751
video	post_page_20446254070	20446254070_10155067546709071	https://www.facebook.com/20446254070/posts/10155067546709071	"Shareholders care about way more than maximizing profits."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/21953712_10155067556864071_6566392915499679744_n.jpg?oh=cfa838d02a39d665ea96aca259360ade&oe=5AA42747	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/21953712_10155067556864071_6566392915499679744_n.jpg?oh=1a6f8efc0aca28b1708b6db2103e4b74&oe=5A929AB5	https://www.facebook.com/businessinsider/videos/10155067546709071/	facebook.com	2017-09-22T17:51:12+0000	1506102672	"2017-09-22 19:51:12"	48	8	53	10	71
link	post_page_20446254070	20446254070_10155067548484071	https://www.facebook.com/20446254070/posts/10155067548484071	"This could be trouble for the GOP."	https://external.xx.fbcdn.net/safe_image.php?d=AQAt6ZrhUnfWqbvP&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F59c54ca0efda0ce6797e287e%2F8e12a25b8f1860ed45d16ca29abbe5797ab912e6_e3da17695e99307d6e990c0d6321385aebd33819_facebook&cfs=1&sx=124&sy=0&sw=595&sh=595&_nc_hash=AQDERRKbRne_Z0_b	https://external.xx.fbcdn.net/safe_image.php?d=AQBJLf6ROba6E6tk&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F59c54ca0efda0ce6797e287e%2F8e12a25b8f1860ed45d16ca29abbe5797ab912e6_e3da17695e99307d6e990c0d6321385aebd33819_facebook&_nc_hash=AQBtUoJ9kZVFSgSP	http://read.bi/2fGlelb	read.bi	2017-09-22T17:48:13+0000	1506102493	"2017-09-22 19:48:13"	84	6	99	8	113
link	post_page_20446254070	20446254070_10155067275009071	https://www.facebook.com/20446254070/posts/10155067275009071	"The new restrictions could target more countries than the travel ban did."	https://external.xx.fbcdn.net/safe_image.php?d=AQC8Nf_cT4GeyRWP&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F59c52e28e7e9eac279d024bd%2Fb5447bbec2d3369e82780d4620ab891d4001e12d_221127df10b15468b8bfe2e1d5733f3f5b7e6a04_facebook&cfs=1&sx=96&sy=0&sw=595&sh=595&_nc_hash=AQDy6oc5GwiyC5UI	https://external.xx.fbcdn.net/safe_image.php?d=AQAsfLkX2pq9ik6V&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F59c52e28e7e9eac279d024bd%2Fb5447bbec2d3369e82780d4620ab891d4001e12d_221127df10b15468b8bfe2e1d5733f3f5b7e6a04_facebook&_nc_hash=AQAlivS88HqCCIO6	http://read.bi/2xWkFOX	read.bi	2017-09-22T16:03:51+0000	1506096231	"2017-09-22 18:03:51"	17	3	25	6	34
video	post_page_20446254070	20446254070_10155067234499071	https://www.facebook.com/20446254070/posts/10155067234499071	"RAY DALIO: There s one thing every portfolio should have."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/21949301_10155067265154071_4367372271287795712_n.jpg?oh=c2108de0b9badc33b89042cfa01d027c&oe=5A962A21	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/21949301_10155067265154071_4367372271287795712_n.jpg?oh=7ba85bf5c163560ed4ba69612a9a6250&oe=5AA253D3	https://www.facebook.com/businessinsider/videos/10155067234499071/	facebook.com	2017-09-22T16:01:22+0000	1506096082	"2017-09-22 18:01:22"	38	6	40	13	59
link	post_page_20446254070	20446254070_10155066975344071	https://www.facebook.com/20446254070/posts/10155066975344071	" We weren’t going to talk to Dr. Kissinger or Jane Fonda or a number of other people.”"	https://external.xx.fbcdn.net/safe_image.php?d=AQDH0OaP8RfWuK7C&w=130&h=130&url=http%3A%2F%2Fstatic5.businessinsider.com%2Fimage%2F59c50bde25acc2e5008b48d0-1190-625%2Fken-burns-explained-why-john-mccain-wasnt-interviewed-for-his-the-vietnam-war-documentary.jpg&cfs=1&sx=362&sy=0&sw=390&sh=390&_nc_hash=AQCdtZwtq81W1IWU	https://external.xx.fbcdn.net/safe_image.php?d=AQDCA9nSYOM83YQ3&url=http%3A%2F%2Fstatic5.businessinsider.com%2Fimage%2F59c50bde25acc2e5008b48d0-1190-625%2Fken-burns-explained-why-john-mccain-wasnt-interviewed-for-his-the-vietnam-war-documentary.jpg&_nc_hash=AQA4vIjdK2h6JIsc	http://www.businessinsider.com/why-john-mccain-wasnt-interviewed-for-the-vietnam-war-2017-9	businessinsider.com	2017-09-22T15:10:01+0000	1506093001	"2017-09-22 17:10:01"	64	0	68	16	84
video	post_page_20446254070	20446254070_10155060587499071	https://www.facebook.com/20446254070/posts/10155060587499071	"Why you should probably avoid hand dryers in public restrooms."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/16611573_10154359918779071_7290127039820988416_n.jpg?oh=f1487dc54a122f3ac51f479f14b9f324&oe=5A91FEAE	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/16611573_10154359918779071_7290127039820988416_n.jpg?oh=c67c6bc2ae03affc97c2f9150d5255f6&oe=5AAB8E5C	https://www.facebook.com/businessinsider/videos/10155060587499071/	facebook.com	2017-09-22T15:05:00+0000	1506092700	"2017-09-22 17:05:00"	800	368	970	581	1919
link	post_page_20446254070	20446254070_10155066970704071	https://www.facebook.com/20446254070/posts/10155066970704071	"A psychiatry professor thinks these 6 questions are all you need to measure someone s wisdom."	https://external.xx.fbcdn.net/safe_image.php?d=AQByDL8kM9bFCzBM&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F59c5158eefda0c9a52d2a655%2F0aa070adf48e5d464ad9684879bb91fb5c6ee29d_ee054bc3fb3fbd487d89f6ec0bfe0367ba9b5076_facebook&cfs=1&_nc_hash=AQBWt12pvSZOwdam	https://external.xx.fbcdn.net/safe_image.php?d=AQCBvpQyXIfIXcYq&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F59c5158eefda0c9a52d2a655%2F0aa070adf48e5d464ad9684879bb91fb5c6ee29d_ee054bc3fb3fbd487d89f6ec0bfe0367ba9b5076_facebook&_nc_hash=AQCjAzzV-AJOpv_h	http://read.bi/2fFhaS6	read.bi	2017-09-22T14:20:22+0000	1506090022	"2017-09-22 16:20:22"	132	6	141	61	208
video	post_page_20446254070	20446254070_10155066849629071	https://www.facebook.com/20446254070/posts/10155066849629071	"How Ray Dalio responds to painful criticism from employees that he sometimes makes them feel  incompetent  unnecessary  belittled. "	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/21983008_10155066891054071_4917034244435345408_n.jpg?oh=aa84dca3d86990f4aa362da49876bd4a&oe=5AA683A4	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/21983008_10155066891054071_4917034244435345408_n.jpg?oh=7e53e382a81a35dbf5a151873c5405e0&oe=5A94D356	https://www.facebook.com/businessinsider/videos/10155066849629071/	facebook.com	2017-09-22T13:57:00+0000	1506088620	"2017-09-22 15:57:00"	93	3	94	27	124
video	post_page_20446254070	20446254070_861791290685895	https://www.facebook.com/20446254070/posts/861791290685895	"This is what you should do if you get a job in an industry you know nothing about."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/17091990_698138057051220_2767622147529506816_n.jpg?oh=48deef8dbd2b77282bbd08a0f6fb4f02&oe=5A98BC0B	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/17091990_698138057051220_2767622147529506816_n.jpg?oh=a82253e5d2c28b0659083bf0900dc030&oe=5AAA01B1	https://www.facebook.com/businessinsider/videos/861791290685895/	facebook.com	2017-09-22T09:55:00+0000	1506074100	"2017-09-22 11:55:00"	142	9	152	172	333
link	post_page_20446254070	20446254070_10155066156909071	https://www.facebook.com/20446254070/posts/10155066156909071	"They highlight the big global challenges we all have to confront."	https://external.xx.fbcdn.net/safe_image.php?d=AQAUveyAasxeKRy0&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F59c3fb5f73fbbfa066e3ebcd%2Ff90e2b7bf6750a7898921ce7af769400aeaff701_52f16fac28816baf71f11273299fdf5060a6b15d_facebook&cfs=1&sx=289&sy=0&sw=595&sh=595&_nc_hash=AQDrN2mf8QcozKQG	https://external.xx.fbcdn.net/safe_image.php?d=AQBnqdFkkRZcspO9&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F59c3fb5f73fbbfa066e3ebcd%2Ff90e2b7bf6750a7898921ce7af769400aeaff701_52f16fac28816baf71f11273299fdf5060a6b15d_facebook&_nc_hash=AQD-hini-tisyWzs	http://read.bi/2xqwPOw	read.bi	2017-09-22T06:40:01+0000	1506062401	"2017-09-22 08:40:01"	116	0	120	81	201
link	post_page_20446254070	20446254070_10155065986994071	https://www.facebook.com/20446254070/posts/10155065986994071	"For the birthday wish list."	https://external.xx.fbcdn.net/safe_image.php?d=AQCqhD1gj1ES-jP6&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F59c3d416e7e9eaa83b35122c%2F2dd87f8543005a937c1e6fcf19795ce791a5e19d_936ef3fc32f72993149fab7c25588163570241a9_facebook&cfs=1&sx=209&sy=0&sw=512&sh=512&_nc_hash=AQArY_1ZG2b2rEhC	https://external.xx.fbcdn.net/safe_image.php?d=AQDSvNWpAKr1Qret&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F59c3d416e7e9eaa83b35122c%2F2dd87f8543005a937c1e6fcf19795ce791a5e19d_936ef3fc32f72993149fab7c25588163570241a9_facebook&_nc_hash=AQB61KAEO7rSxV5b	http://read.bi/2xU88vt	read.bi	2017-09-22T04:20:02+0000	1506054002	"2017-09-22 06:20:02"	24	0	27	1	28
video	post_page_20446254070	20446254070_861771697354521	https://www.facebook.com/20446254070/posts/861771697354521	"Fresh food is being grown inside shipping containers in Brooklyn."	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/16808107_686558391542520_8017230995482738688_n.jpg?oh=ed71b5e3c24d3f9588bdd03dbda8fd2c&oe=5A68129D	https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/16808107_686558391542520_8017230995482738688_n.jpg?oh=81f8c0c209fe1f516c743b3f9ed72c0a&oe=5AA29927	https://www.facebook.com/businessinsider/videos/861771697354521/	facebook.com	2017-09-22T03:55:00+0000	1506052500	"2017-09-22 05:55:00"	356	56	387	155	598
link	post_page_20446254070	20446254070_10155065765809071	https://www.facebook.com/20446254070/posts/10155065765809071	"Being a great manager is a four-part process."	https://external.xx.fbcdn.net/safe_image.php?d=AQAQGo6Aeji-kW0x&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F59c40b05c12632e00388fc70%2Fc03d193da1d317740a34b59ae808c8d88312d373_2a5cbf424bb35190157a6277f2e1a43b22b1a97a_facebook&cfs=1&sx=255&sy=0&sw=450&sh=450&_nc_hash=AQCKVXRxE_CWDfc3	https://external.xx.fbcdn.net/safe_image.php?d=AQAokeY60QkMwbNs&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F59c40b05c12632e00388fc70%2Fc03d193da1d317740a34b59ae808c8d88312d373_2a5cbf424bb35190157a6277f2e1a43b22b1a97a_facebook&_nc_hash=AQAJtu1DAVkY4Azv	http://read.bi/2xy2AFX	read.bi	2017-09-22T02:00:04+0000	1506045604	"2017-09-22 04:00:04"	136	3	144	47	194
video	post_page_20446254070	20446254070_2380964422129254	https://www.facebook.com/20446254070/posts/2380964422129254	"We tried antigravity yoga – the workout where you are suspended upside down in a hammock."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/16934341_2224905964401768_4801403352481005568_n.jpg?oh=98b4df3c864b6a6545919b1470fed3db&oe=5A99AB9A	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/16934341_2224905964401768_4801403352481005568_n.jpg?oh=62ca16e19e739dd37533b224b01fc265&oe=5AAB97B8	https://www.facebook.com/businessinsider/videos/2380964422129254/	facebook.com	2017-09-22T00:55:00+0000	1506041700	"2017-09-22 02:55:00"	931	675	1062	230	1967
video	post_page_20446254070	20446254070_10155065015789071	https://www.facebook.com/20446254070/posts/10155065015789071	"Traders are gearing up for Trump s tax cut plan."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/21949005_10155065037874071_2484155229411475456_n.jpg?oh=9f1040683a095d3ed6b5d549a73c625a&oe=5AA42F92	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/21949005_10155065037874071_2484155229411475456_n.jpg?oh=a4aff58c3ce2c2753387682311f983bd&oe=5AA19460	https://www.facebook.com/businessinsider/videos/10155065015789071/	facebook.com	2017-09-21T21:21:09+0000	1506028869	"2017-09-21 23:21:09"	32	5	43	3	51
video	post_page_20446254070	20446254070_861752507356440	https://www.facebook.com/20446254070/posts/861752507356440	"We torched your favorite candy and were shocked by what happened."	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/16777237_688332534698439_3614882778279051264_n.jpg?oh=c43f8cb1df99d25a90cf430719c87038&oe=5A9ADDFF	https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/16777237_688332534698439_3614882778279051264_n.jpg?oh=9e18b36004e0e4103272f872a8fedde2&oe=5A957545	https://www.facebook.com/businessinsider/videos/861752507356440/	facebook.com	2017-09-21T20:55:00+0000	1506027300	"2017-09-21 22:55:00"	157	59	189	51	299
video	post_page_20446254070	20446254070_10155064826859071	https://www.facebook.com/20446254070/posts/10155064826859071	"RAY DALIO: Bitcoin is a speculative bubble."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/21903280_10155064856584071_4029897930423926784_n.jpg?oh=f361d337fcae4e5952be7240329858cf&oe=5A624C22	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/21903280_10155064856584071_4029897930423926784_n.jpg?oh=ca93cba0774a1f609132bf8d39275af0&oe=5A9844D0	https://www.facebook.com/businessinsider/videos/10155064826859071/	facebook.com	2017-09-21T20:08:33+0000	1506024513	"2017-09-21 22:08:33"	798	458	873	291	1622
video	post_page_20446254070	20446254070_10155064210329071	https://www.facebook.com/20446254070/posts/10155064210329071	"NOW on ‘The Bottom Line with Henry Blodget:’ Investor Ray Dalio  the search for a better capitalism  and the return of the ‘Trump Trade. "	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/21559857_10155064579674071_8360581955414130688_n.jpg?oh=109c39661c69a26c3ba9db0862ca85b5&oe=5A997CCD	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/21559857_10155064579674071_8360581955414130688_n.jpg?oh=e70733f1e87dc13e5a8260007c622199&oe=5A8FEF3F	https://www.facebook.com/businessinsider/videos/10155064210329071/	facebook.com	2017-09-21T18:00:37+0000	1506016837	"2017-09-21 20:00:37"	146	58	168	22	248
link	post_page_20446254070	20446254070_10155063690644071	https://www.facebook.com/20446254070/posts/10155063690644071	"Google just signaled that it s serious about its growing hardware ambitions."	https://external.xx.fbcdn.net/safe_image.php?d=AQB0-uglNoaV9DCb&w=130&h=130&url=http%3A%2F%2Fstatic3.businessinsider.com%2Fimage%2F59b2bfe945e23852008b589f-1190-625%2Fgoogle-acquires-htc-team-in-11-billion-agreement-to-beef-up-hardware-division.jpg&cfs=1&sx=592&sy=0&sw=595&sh=595&_nc_hash=AQBpF0hbK__eeGEc	https://external.xx.fbcdn.net/safe_image.php?d=AQAZ-wU2S2X1bj_J&url=http%3A%2F%2Fstatic3.businessinsider.com%2Fimage%2F59b2bfe945e23852008b589f-1190-625%2Fgoogle-acquires-htc-team-in-11-billion-agreement-to-beef-up-hardware-division.jpg&_nc_hash=AQAYZZzvVX5ARknV	http://www.businessinsider.com/google-bought-htc-2017-9	businessinsider.com	2017-09-21T14:10:00+0000	1506003000	"2017-09-21 16:10:00"	302	16	336	39	391
video	post_page_20446254070	20446254070_861751177356573	https://www.facebook.com/20446254070/posts/861751177356573	"Which is better for running – treadmill or outdoors?"	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/16753307_685265968338429_4567204906158522368_n.jpg?oh=f40c6ab2521e1a300955dcd0ebd4cd7b&oe=5A9C0C9D	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/16753307_685265968338429_4567204906158522368_n.jpg?oh=45fdfa9e9819439da56f2354f6baa18f&oe=5A995B27	https://www.facebook.com/businessinsider/videos/861751177356573/	facebook.com	2017-09-21T09:55:00+0000	1505987700	"2017-09-21 11:55:00"	2208	459	2295	871	3625
link	post_page_20446254070	20446254070_10155062557079071	https://www.facebook.com/20446254070/posts/10155062557079071	"There s no time like the present."	https://external.xx.fbcdn.net/safe_image.php?d=AQAjvbbo3DMzjfOH&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F59c2734ec1263240593687ea%2F020684138e1513ccbfd58969fb4ee1b441d8ea94_4417a929d0d78e0b610b6b0e4e60fba82ea3b215_facebook&cfs=1&sx=39&sy=0&sw=552&sh=552&_nc_hash=AQCQYF5-cZlgVzpq	https://external.xx.fbcdn.net/safe_image.php?d=AQD_8ixlNxm1nnk0&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F59c2734ec1263240593687ea%2F020684138e1513ccbfd58969fb4ee1b441d8ea94_4417a929d0d78e0b610b6b0e4e60fba82ea3b215_facebook&_nc_hash=AQBd1Axg2AXqo_jJ	http://read.bi/2xw7pj4	read.bi	2017-09-21T02:50:00+0000	1505962200	"2017-09-21 04:50:00"	822	12	847	515	1374
video	post_page_20446254070	20446254070_861018164096541	https://www.facebook.com/20446254070/posts/861018164096541	"This lifelike robot could be straight out of Westworld  — and it really freaked us out."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/16231906_667043243494035_3392843457385988096_n.jpg?oh=653c9376e17dcc948c6fd88746b0bcf2&oe=5AB01F04	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/16231906_667043243494035_3392843457385988096_n.jpg?oh=f743494a8cfd7d09884bef7c30d9e106&oe=5A676DBE	https://www.facebook.com/businessinsider/videos/861018164096541/	facebook.com	2017-09-21T00:55:00+0000	1505955300	"2017-09-21 02:55:00"	1386	840	1853	871	3564
link	post_page_20446254070	20446254070_10155061845249071	https://www.facebook.com/20446254070/posts/10155061845249071	"The  Madman  strategy can work ... until it becomes disastrous."	https://external.xx.fbcdn.net/safe_image.php?d=AQBOy9hhPUIFS-et&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F59c2e54cc12632e078e7c34f%2Fd675acc6a858eb0323e4ee9e02b79c67fd6f1cd8_99fa710e486e65582b70a3bf18118cbf619a344d_facebook&cfs=1&_nc_hash=AQAzv72s4vPHlajx	https://external.xx.fbcdn.net/safe_image.php?d=AQDA_yu0NEV8oTV3&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F59c2e54cc12632e078e7c34f%2Fd675acc6a858eb0323e4ee9e02b79c67fd6f1cd8_99fa710e486e65582b70a3bf18118cbf619a344d_facebook&_nc_hash=AQB9WGojbjTtQL8K	http://read.bi/2xx0gyX	read.bi	2017-09-20T22:40:12+0000	1505947212	"2017-09-21 00:40:12"	46	5	58	16	79
link	post_page_20446254070	20446254070_10155061641839071	https://www.facebook.com/20446254070/posts/10155061641839071	"Don t overcook your salmon  or you might see this."	https://external.xx.fbcdn.net/safe_image.php?d=AQBnHdJgYEerYboF&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F59c264eb73fbbf303950d277%2Fcd186ade0dfaeebaf80ff7bc97313892b980a6df_95e5d7c5360811b2d204180b5b9eee7d4d28f426_facebook&cfs=1&_nc_hash=AQCEilRbWub_0th1	https://external.xx.fbcdn.net/safe_image.php?d=AQAkHUKlv8UoCmjh&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F59c264eb73fbbf303950d277%2Fcd186ade0dfaeebaf80ff7bc97313892b980a6df_95e5d7c5360811b2d204180b5b9eee7d4d28f426_facebook&_nc_hash=AQAoMQ6kp--o7hWv	http://read.bi/2xniXVn	read.bi	2017-09-20T21:15:08+0000	1505942108	"2017-09-20 23:15:08"	29	0	32	5	37
video	post_page_20446254070	20446254070_10155054827999071	https://www.facebook.com/20446254070/posts/10155054827999071	"Top Chef judge Tom Colicchio reveals the most common mistakes people make when cooking."	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/21861024_10155054869194071_7669441758081581056_n.jpg?oh=d24eb816588e8ed04e219df9f4ca56ba&oe=5A61D3D5	https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/21861024_10155054869194071_7669441758081581056_n.jpg?oh=bf71be4614572d09a66b54e1e4d85864&oe=5AA62E27	https://www.facebook.com/businessinsider/videos/10155054827999071/	facebook.com	2017-09-20T20:55:00+0000	1505940900	"2017-09-20 22:55:00"	865	76	908	290	1274
link	post_page_20446254070	20446254070_10155061035909071	https://www.facebook.com/20446254070/posts/10155061035909071	"These are the best of the best at Trader Joe s."	https://external.xx.fbcdn.net/safe_image.php?d=AQCvgpHxTQQgnJye&w=130&h=130&url=http%3A%2F%2Fstatic6.businessinsider.com%2Fimage%2F57085c8052bcd022008bbc7a-1190-625%2Ftrader-joes-workers-and-customers-reveal-their-56-favorite-items.jpg&cfs=1&sx=194&sy=0&sw=595&sh=595&_nc_hash=AQBOnydB6tjdeXAV	https://external.xx.fbcdn.net/safe_image.php?d=AQAU2IvVI_xpkfaO&url=http%3A%2F%2Fstatic6.businessinsider.com%2Fimage%2F57085c8052bcd022008bbc7a-1190-625%2Ftrader-joes-workers-and-customers-reveal-their-56-favorite-items.jpg&_nc_hash=AQBmKuEO7RMRuwyF	http://www.businessinsider.com/trader-joes-best-products-2017-8	businessinsider.com	2017-09-20T20:10:00+0000	1505938200	"2017-09-20 22:10:00"	54	14	58	17	89
video	post_page_20446254070	20446254070_711049059102483	https://www.facebook.com/20446254070/posts/711049059102483	"A spray makes your strawberries last a week longer than normal."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/16148260_596546020552788_1356586044874555392_n.jpg?oh=f9f00a7a060bd810d32faafc8d6b46be&oe=5A9D4054	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/16148260_596546020552788_1356586044874555392_n.jpg?oh=e5c221823708123c3ce2058b50e93082&oe=5AA6FAEE	https://www.facebook.com/businessinsider/videos/711049059102483/	facebook.com	2017-09-20T17:55:00+0000	1505930100	"2017-09-20 19:55:00"	1446	182	1649	825	2656
link	post_page_20446254070	20446254070_10155061027299071	https://www.facebook.com/20446254070/posts/10155061027299071	"It s not something you want to try — that s for sure."	https://external.xx.fbcdn.net/safe_image.php?d=AQDknvRh-3mv50c6&w=130&h=130&url=http%3A%2F%2Fstatic4.businessinsider.com%2Fimage%2F591c61da144293db7b8b572b-1190-625%2Fheres-how-long-humans-could-survive-in-space-without-a-spacesuit.jpg&cfs=1&_nc_hash=AQAWAbDFyNmmZCYT	https://external.xx.fbcdn.net/safe_image.php?d=AQABCnDWMe31KUbj&url=http%3A%2F%2Fstatic4.businessinsider.com%2Fimage%2F591c61da144293db7b8b572b-1190-625%2Fheres-how-long-humans-could-survive-in-space-without-a-spacesuit.jpg&_nc_hash=AQAPeMzHj8xep2-B	http://read.bi/2w6MP57	read.bi	2017-09-20T17:15:09+0000	1505927709	"2017-09-20 19:15:09"	12	0	13	3	16
video	post_page_20446254070	20446254070_10155060659944071	https://www.facebook.com/20446254070/posts/10155060659944071	"Sitting all day might be killing you — do these exercises to help."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12672331_10153551089609071_439691914_n.jpg?oh=4d0d9a3b68b9957aaa1e1b70f2e6b023&oe=5A9DA544	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12672331_10153551089609071_439691914_n.jpg?oh=075462c4d347a182c79c376d3dd18c36&oe=5AA46694	https://www.facebook.com/ScienceTheShtOutOfIt/videos/10155060640549071/	facebook.com	2017-09-20T15:19:20+0000	1505920760	"2017-09-20 17:19:20"	86	37	87	0	124
video	post_page_20446254070	20446254070_861020547429636	https://www.facebook.com/20446254070/posts/861020547429636	"Here are all the germs  diseases  and bacteria that live on our phones."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/15132091_617073145157712_7253416386679013376_n.jpg?oh=fa1bd843420e04181908c44d407527ba&oe=5A9C2E3C	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/15132091_617073145157712_7253416386679013376_n.jpg?oh=f92c3e7b2518d775fdc0094a502721f1&oe=5AA90186	https://www.facebook.com/businessinsider/videos/861020547429636/	facebook.com	2017-09-20T13:55:00+0000	1505915700	"2017-09-20 15:55:00"	4685	2356	6274	8541	17171
link	post_page_20446254070	20446254070_10155060350769071	https://www.facebook.com/20446254070/posts/10155060350769071	"Watch out  Chipotle Mexican Grill."	https://external.xx.fbcdn.net/safe_image.php?d=AQASUPXKgIbc4mWC&w=130&h=130&url=http%3A%2F%2Fstatic4.businessinsider.com%2Fimage%2F59c261d19803c5b3308b76a9-1190-625%2Fas-customers-slam-chipotles-queso-moes-is-giving-away-the-cheesy-dip-for-free--heres-how-to-get-some.jpg&cfs=1&_nc_hash=AQAm1VvVuPNVhkVQ	https://external.xx.fbcdn.net/safe_image.php?d=AQChkPvwrLs4xYUB&url=http%3A%2F%2Fstatic4.businessinsider.com%2Fimage%2F59c261d19803c5b3308b76a9-1190-625%2Fas-customers-slam-chipotles-queso-moes-is-giving-away-the-cheesy-dip-for-free--heres-how-to-get-some.jpg&_nc_hash=AQCfLfR6Iev92_Qy	http://www.businessinsider.com/how-to-get-free-moes-queso-september-21-2017-9	businessinsider.com	2017-09-20T13:07:08+0000	1505912828	"2017-09-20 15:07:08"	23	2	24	0	26
link	post_page_20446254070	20446254070_10155059786919071	https://www.facebook.com/20446254070/posts/10155059786919071	"It s a yacht designed by a luxury car maker and we can t wait to get a better look."	https://external.xx.fbcdn.net/safe_image.php?d=AQAOIpAE7ofFTYO_&w=130&h=130&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F59c1641f6125c7c6752de1d7%2Fda24d2d2871ea795cb186070a64ced788cf0d271_2999808cca4d1f4ab7843c478c9a3a976c5e7653_facebook&cfs=1&_nc_hash=AQDNtcMX6ShDc-CY	https://external.xx.fbcdn.net/safe_image.php?d=AQAZ-BDjdrvqe2g4&url=https%3A%2F%2Fbuffer-media-uploads.s3.amazonaws.com%2F59c1641f6125c7c6752de1d7%2Fda24d2d2871ea795cb186070a64ced788cf0d271_2999808cca4d1f4ab7843c478c9a3a976c5e7653_facebook&_nc_hash=AQD-6dzmValvgkCX	http://read.bi/2xkAeP4	read.bi	2017-09-20T08:00:23+0000	1505894423	"2017-09-20 10:00:23"	3283	507	3721	612	4840
